age,gender,marital_status,income,education_level,employment_status,credit_score,vehicle_age,vehicle_type,vehicle_price,policy_tenure,premium_amount,no_of_claims,accident_severity,region,fraudulent_flag,agent_rating,claim_amount,claim_approved
47,Male,Married,1641701,Graduate,Self-Employed,469,13,Bike,625133,5,22570,0,Medium,East,0,5,12337,0
36,Female,Married,1443138,Graduate,Retired,312,14,Bike,835259,4,51507,3,Low,East,0,3,71720,0
40,Female,Single,673459,High School,Self-Employed,688,7,Bike,1236229,6,31316,3,Low,South,0,4,58059,0
33,Male,Married,501697,High School,Unemployed,647,8,SUV,2451165,3,65012,3,Low,North,0,2,32570,0
18,Female,Married,981334,Graduate,Employed,656,4,SUV,1233328,9,72773,5,High,West,0,5,131900,0
29,Female,Single,556449,High School,Self-Employed,470,8,Bike,1139032,1,35735,2,Low,South,0,2,64210,0
41,Female,Single,731101,High School,Retired,497,8,Truck,235380,8,24968,1,Low,North,0,2,57779,0
51,Female,Married,750638,Graduate,Self-Employed,468,2,Car,1154574,6,38461,1,Low,South,1,1,53247,0
25,Male,Single,1467209,Postgraduate,Employed,456,6,Car,2324786,4,78524,1,Medium,South,0,2,64254,0
35,Male,Married,413525,Postgraduate,Self-Employed,623,7,Car,921426,9,43188,5,Medium,East,1,1,80505,0
65,Male,Married,1468078,High School,Self-Employed,509,0,SUV,2013996,1,22555,5,High,North,0,3,28664,0
22,Male,Married,1413623,High School,Unemployed,495,10,SUV,721663,9,21929,3,Low,East,0,2,18574,0
43,Male,Married,1666784,Graduate,Self-Employed,569,9,Bike,1193982,2,45213,3,Low,East,0,4,79364,0
47,Female,Divorced,374808,Postgraduate,Employed,361,4,Car,2239853,6,23660,3,Low,West,0,2,17245,0
30,Male,Married,332309,Postgraduate,Retired,797,0,SUV,1231544,8,23843,0,Low,West,0,4,19457,1
36,Male,Married,729231,Postgraduate,Unemployed,416,2,Car,1543990,2,44807,5,Low,East,0,3,88137,0
46,Female,Married,1433565,Graduate,Employed,712,1,SUV,948594,5,39163,4,Medium,South,0,5,73557,0
20,Female,Married,1378833,High School,Unemployed,877,12,Car,420592,4,5798,4,Low,East,1,3,9845,0
43,Female,Single,1340631,High School,Employed,600,1,Car,2120154,5,57352,0,Low,West,0,3,118903,0
57,Male,Married,292292,High School,Employed,626,3,Truck,1086603,4,12602,4,Low,West,0,5,10087,0
29,Female,Married,1226100,Graduate,Unemployed,839,4,Bike,1956399,3,53597,4,High,West,0,4,35131,0
19,Female,Single,614436,High School,Unemployed,614,10,Bike,313298,4,38212,5,Low,West,0,5,94941,0
28,Female,Married,641014,Graduate,Employed,821,0,Car,1609996,5,34071,2,Low,East,0,1,52142,0
61,Male,Married,1801558,Graduate,Employed,576,10,SUV,867113,1,29038,4,Low,South,0,1,70803,0
45,Female,Married,1932186,High School,Employed,303,5,Car,833639,4,79529,0,Low,South,0,3,134164,0
35,Female,Married,1459126,Postgraduate,Retired,480,10,Car,659481,9,70329,3,High,South,0,3,135129,0
30,Male,Married,626443,Graduate,Unemployed,384,10,Car,1549921,8,66140,2,Medium,East,0,2,72211,0
54,Female,Married,1224649,Postgraduate,Employed,785,4,Bike,796600,5,10533,4,Low,North,1,3,23541,0
39,Male,Single,1326881,Postgraduate,Employed,836,12,Truck,2411353,3,3348,0,Low,South,0,2,4262,0
29,Male,Single,1723831,High School,Employed,831,3,Truck,1343738,2,3716,1,Low,North,0,5,8387,1
19,Female,Single,384992,High School,Unemployed,498,5,Truck,2014519,8,49001,1,Medium,South,0,5,52410,0
54,Male,Single,210447,High School,Employed,395,1,Bike,479633,8,78923,5,Low,West,0,1,132802,0
24,Female,Married,451740,Graduate,Self-Employed,395,7,SUV,842194,5,20200,5,Low,East,0,1,41705,0
43,Female,Single,1322621,Graduate,Self-Employed,860,5,Bike,2087223,7,31408,2,Low,East,0,1,64959,0
43,Female,Married,1009297,Postgraduate,Employed,388,14,Bike,1701043,1,69442,5,Low,South,0,3,144309,0
41,Female,Married,1041882,High School,Employed,817,2,SUV,106398,6,31135,5,Low,South,0,2,77593,0
29,Male,Married,216134,Graduate,Employed,809,3,SUV,2498245,9,58601,1,Medium,West,0,5,141480,1
33,Female,Married,454819,Postgraduate,Self-Employed,823,11,Car,2483629,7,28128,0,Medium,West,0,5,25467,1
40,Female,Divorced,776666,Graduate,Unemployed,327,12,Truck,1995575,5,31790,5,Low,West,1,4,39382,0
57,Female,Married,1133705,High School,Self-Employed,574,1,SUV,536706,6,56832,1,Medium,West,0,5,87088,0
26,Male,Married,306889,Graduate,Employed,854,3,SUV,399892,7,77755,1,Low,South,0,1,151982,0
49,Male,Married,612152,High School,Employed,764,8,SUV,1937255,6,12934,4,Medium,West,0,3,23972,0
32,Female,Married,1458442,High School,Employed,398,3,Bike,1935753,5,52025,0,Medium,South,0,3,96169,0
54,Male,Married,917112,High School,Employed,752,12,SUV,2415210,2,40387,0,Low,South,1,4,43027,0
30,Male,Married,920669,High School,Self-Employed,591,7,Bike,106314,3,14860,0,Medium,East,1,5,17460,0
22,Female,Married,877122,Graduate,Retired,896,2,Bike,542866,4,4391,5,Low,East,0,3,4000,0
28,Female,Single,989660,High School,Unemployed,600,12,Car,2237910,5,71267,5,Low,South,0,4,161100,0
27,Female,Married,1307981,Graduate,Unemployed,841,14,SUV,829548,1,61326,3,Low,South,0,4,82036,0
69,Female,Married,314764,High School,Self-Employed,473,4,SUV,2117690,7,22270,0,Medium,South,0,2,31976,0
30,Female,Single,531090,High School,Unemployed,485,1,Truck,804279,8,36607,4,Medium,East,0,2,88438,0
58,Male,Divorced,1904344,High School,Unemployed,329,13,Car,2201826,7,73008,1,Low,South,0,4,170326,0
63,Female,Married,1891644,High School,Self-Employed,550,8,Car,2194657,5,21021,1,Low,East,0,5,22257,0
67,Female,Married,1296073,High School,Employed,739,8,Bike,2114176,1,72709,1,Low,West,0,5,165506,1
32,Female,Divorced,1299995,Graduate,Employed,512,13,SUV,1822429,9,32190,0,Low,East,0,3,51390,0
59,Female,Married,1962023,Postgraduate,Employed,643,9,SUV,1965152,2,52572,0,Low,North,0,3,95077,1
24,Female,Married,1892080,High School,Retired,336,6,Bike,831386,1,36835,2,Low,South,0,1,50044,0
57,Male,Married,1630982,High School,Self-Employed,645,1,SUV,1241872,2,76319,5,Medium,West,0,1,188414,0
45,Female,Divorced,336845,High School,Employed,793,3,Car,2273519,4,49011,2,Medium,South,0,1,91565,0
49,Male,Divorced,1170490,Postgraduate,Self-Employed,396,14,Bike,2440261,2,29755,2,Low,South,0,5,35740,0
52,Female,Single,1088733,Graduate,Employed,835,5,Car,2103725,6,55978,3,Low,East,0,5,91877,0
32,Female,Married,652391,Graduate,Retired,624,8,Car,1996728,8,47161,2,Low,South,0,4,105478,1
65,Female,Married,1710029,High School,Employed,643,12,SUV,641945,9,46235,4,Low,East,0,4,29077,0
53,Male,Married,1104832,High School,Self-Employed,385,5,Bike,1510492,8,15698,0,Medium,North,0,3,14725,0
38,Female,Single,859267,High School,Self-Employed,460,3,Car,2008637,8,73360,5,High,South,0,3,37728,0
23,Female,Divorced,1767536,Postgraduate,Retired,316,0,Bike,833673,9,21200,3,Medium,South,0,1,17332,0
18,Female,Married,1000273,High School,Self-Employed,543,14,Car,723445,8,63975,4,Low,East,0,4,102079,0
21,Female,Single,1601586,Graduate,Unemployed,517,6,Car,1729484,2,27032,1,Low,South,1,4,33749,0
28,Female,Married,1167331,Graduate,Employed,305,6,Car,327467,7,54948,2,Low,East,0,1,81824,0
61,Female,Married,909439,Graduate,Employed,680,5,Car,2218185,3,70602,2,Medium,East,0,2,103838,0
43,Female,Single,934303,High School,Employed,534,2,Car,530203,1,15520,0,Low,North,0,5,13607,0
54,Male,Married,654683,Graduate,Self-Employed,683,4,Car,2427220,9,30921,4,Medium,North,0,3,66308,0
40,Female,Married,1165595,High School,Employed,423,6,Car,714045,8,6078,4,Medium,South,1,3,7209,0
46,Female,Married,1303077,Postgraduate,Employed,359,5,Bike,986061,6,36622,5,Low,West,1,5,79698,0
38,Female,Single,261855,High School,Self-Employed,800,6,Bike,1056762,2,20535,5,Medium,East,0,5,18264,0
65,Male,Single,1346311,High School,Self-Employed,309,4,SUV,1372545,1,35808,5,Medium,East,0,1,42476,0
62,Male,Divorced,451928,High School,Self-Employed,827,11,SUV,1416814,6,42500,5,Low,East,0,4,75834,0
62,Female,Single,1340398,Postgraduate,Employed,895,0,SUV,1551067,5,12150,2,Low,West,0,4,14161,1
66,Male,Married,875219,High School,Retired,725,9,Bike,512981,2,49225,2,Low,West,0,5,45844,1
44,Female,Married,1583072,Graduate,Self-Employed,446,10,Car,1204797,1,61838,4,High,East,0,4,147292,0
56,Female,Divorced,642909,High School,Employed,756,4,Bike,1232798,3,22117,4,Medium,East,0,5,31019,0
57,Male,Single,1134052,High School,Self-Employed,896,1,Bike,2261722,5,24881,1,Medium,North,1,5,58104,0
30,Female,Single,1734159,Graduate,Employed,850,9,Bike,2212035,9,10646,2,Low,East,0,4,26307,1
40,Male,Single,1894644,High School,Self-Employed,304,9,Bike,1581528,8,60940,2,Medium,North,0,5,75196,0
33,Male,Single,1724696,Graduate,Employed,798,1,Bike,951334,9,60304,4,Medium,South,0,4,71926,0
47,Male,Married,1857445,Graduate,Unemployed,897,3,Truck,302547,5,44679,5,Low,South,0,1,40976,0
21,Female,Married,1105588,Postgraduate,Retired,804,13,Truck,598994,4,69609,5,Medium,North,0,5,105939,0
57,Female,Single,1019817,High School,Employed,586,5,SUV,1121532,3,6348,0,Low,East,0,3,5911,0
33,Female,Single,1457289,Graduate,Employed,506,4,Car,499885,3,25000,4,Medium,East,1,1,24859,0
48,Female,Single,617860,Postgraduate,Employed,849,6,Truck,2294121,4,21047,2,Low,South,0,2,42391,0
59,Female,Married,1254215,Graduate,Self-Employed,555,9,SUV,1057847,5,61656,1,High,South,0,2,84762,0
42,Female,Married,1475514,High School,Employed,318,14,Bike,968038,7,43989,2,Low,West,0,5,40950,0
61,Female,Single,1063584,Graduate,Unemployed,462,7,Car,2028311,9,28469,3,Low,South,0,5,31209,0
29,Male,Single,482724,Postgraduate,Employed,899,9,Bike,1699860,4,6968,5,Medium,East,0,3,6183,0
43,Female,Single,489118,Graduate,Self-Employed,474,0,Bike,432066,5,32688,2,Low,West,0,1,32067,0
54,Female,Married,1766726,Postgraduate,Employed,542,12,Car,1226065,5,33794,2,High,South,0,1,67407,0
65,Female,Divorced,638589,Graduate,Retired,816,14,Car,733183,4,47871,2,Medium,North,0,5,105663,1
50,Male,Single,575406,High School,Employed,402,7,Bike,1395502,3,33814,4,Low,East,0,1,81452,0
45,Male,Single,1475734,High School,Self-Employed,545,13,Bike,1040394,7,40076,0,Medium,North,0,3,99432,0
26,Male,Married,1296188,High School,Self-Employed,447,2,Car,794998,5,55312,2,Low,West,0,3,72704,0
29,Female,Married,1666553,High School,Self-Employed,832,9,Bike,787241,2,4169,2,Low,South,1,5,2641,0
22,Male,Single,458775,Postgraduate,Employed,475,11,Car,2037140,9,77210,2,Low,South,0,2,131701,0
69,Male,Married,734989,Graduate,Employed,718,13,Bike,1709211,1,75127,2,Low,West,0,3,47963,1
45,Female,Married,1007254,Graduate,Self-Employed,412,9,Car,1049530,4,28884,2,Medium,East,0,4,54701,0
52,Female,Married,477114,Graduate,Unemployed,467,1,Truck,1425296,7,29956,1,Low,West,0,5,57138,0
22,Female,Single,811016,High School,Employed,832,13,Car,1130135,8,47115,5,Medium,North,1,4,37506,0
51,Male,Married,497991,High School,Employed,379,1,Bike,1967200,6,52067,4,Medium,South,0,5,105403,0
63,Female,Married,223103,Postgraduate,Employed,527,4,Car,127585,7,19675,4,Low,North,0,3,20147,0
51,Female,Divorced,650695,Graduate,Self-Employed,336,12,Car,1151998,9,79771,2,High,West,0,5,100589,0
30,Female,Single,1474041,Graduate,Unemployed,626,1,Car,893193,6,21705,5,Medium,East,0,3,13519,0
56,Female,Married,1750974,Postgraduate,Self-Employed,451,3,Truck,173675,7,38596,1,Low,East,0,2,52579,0
59,Female,Married,1724639,High School,Employed,477,2,Car,1934572,2,38788,3,Low,North,0,1,42973,0
62,Female,Divorced,1571507,Postgraduate,Employed,481,14,Bike,614799,7,30195,3,Medium,West,0,5,53634,0
65,Male,Married,348016,Postgraduate,Unemployed,767,7,Bike,531422,7,47027,1,Medium,North,0,1,48833,0
31,Female,Single,692709,High School,Employed,408,8,SUV,2436954,2,15719,5,Medium,South,0,1,27316,0
28,Male,Married,970945,High School,Employed,455,10,Bike,1493026,5,65018,3,High,South,0,5,71632,0
59,Male,Single,1787838,Postgraduate,Self-Employed,559,13,Car,693807,4,71539,4,Low,North,0,2,69472,0
55,Female,Single,509128,Graduate,Employed,695,11,Bike,2167774,7,40257,3,Low,North,0,4,79889,0
21,Male,Single,1295469,High School,Unemployed,878,13,Truck,1954217,4,24635,5,Low,West,0,4,27508,0
50,Male,Married,1742464,Graduate,Employed,559,13,SUV,2034948,9,58421,2,Low,East,0,5,53913,0
24,Male,Single,1770480,Graduate,Employed,570,13,Bike,835146,9,59256,5,Medium,North,0,5,143175,0
58,Female,Married,1143818,Graduate,Employed,711,5,Bike,1069821,5,17524,0,Low,East,0,5,38781,1
25,Male,Divorced,1540572,Postgraduate,Self-Employed,336,3,Car,1879139,8,68988,1,Low,East,0,4,100641,0
54,Male,Married,1515673,Postgraduate,Self-Employed,692,10,Bike,2067598,3,71654,0,High,West,0,3,46506,0
68,Male,Single,945178,Postgraduate,Unemployed,523,10,Car,2305047,4,30325,5,Medium,West,0,2,47393,0
27,Male,Married,538917,High School,Employed,494,13,Car,1326851,2,44542,1,Low,East,0,4,25405,0
60,Female,Single,1482332,Graduate,Employed,666,1,Bike,1000847,3,75535,1,Medium,South,0,5,163352,1
32,Female,Married,1014880,High School,Employed,893,10,Car,684351,4,3455,1,Low,South,0,1,4656,0
55,Male,Married,756059,High School,Retired,861,7,Car,688378,9,14663,5,Medium,South,0,5,13612,0
32,Female,Married,1300126,Postgraduate,Employed,377,14,Car,810177,4,40211,4,Low,South,0,3,81576,0
22,Female,Married,255378,Graduate,Self-Employed,836,13,Truck,1894762,1,12408,4,Low,East,0,1,10304,0
46,Male,Married,1434543,Postgraduate,Retired,837,2,SUV,918066,2,14709,1,Medium,East,0,4,27824,1
36,Female,Married,442329,High School,Employed,871,1,Bike,1338294,7,22749,2,Medium,West,0,2,40462,0
68,Female,Single,389809,Postgraduate,Self-Employed,607,3,Car,418957,2,44214,3,High,West,0,2,36376,0
27,Male,Married,1840988,High School,Employed,881,12,Bike,2425291,3,9236,5,Medium,North,0,3,16889,0
29,Male,Single,916170,High School,Employed,859,1,Bike,1412178,3,25366,2,Low,South,0,3,52363,1
21,Female,Married,1504552,Graduate,Employed,865,2,Car,275287,8,77298,4,Medium,North,0,2,158847,0
48,Female,Single,1459999,High School,Unemployed,671,8,Truck,114832,7,48320,5,Low,East,0,3,82479,0
35,Female,Married,534036,Graduate,Employed,684,6,Bike,2316822,1,77590,5,Medium,North,0,1,53736,0
33,Female,Divorced,1137573,Postgraduate,Employed,413,10,Truck,269352,8,67196,1,Low,North,0,5,56600,0
57,Male,Single,476839,Graduate,Employed,576,14,Bike,2331029,3,71374,4,Low,South,1,1,78165,0
53,Male,Married,1695253,High School,Employed,761,0,Bike,331201,5,71461,3,Medium,West,0,5,169694,0
42,Male,Single,1235418,High School,Unemployed,371,9,Bike,835903,7,67182,0,Low,North,0,5,46470,0
40,Male,Married,1512123,Graduate,Employed,708,4,Car,2006311,3,5132,0,Medium,East,1,5,8205,0
29,Male,Single,1879559,Graduate,Retired,829,4,SUV,1713334,8,75556,2,Low,East,0,2,172624,0
51,Female,Married,883687,Graduate,Unemployed,314,8,Bike,2058303,8,3915,5,Medium,West,0,3,5388,0
53,Female,Married,792109,High School,Unemployed,341,11,Bike,2004421,9,36147,1,Low,North,0,3,81772,0
54,Male,Married,339934,Graduate,Employed,319,0,Car,872475,6,55910,4,Medium,North,0,5,64065,0
20,Male,Single,1446912,High School,Employed,315,0,Bike,1136141,2,54078,2,High,South,0,4,74880,0
26,Male,Married,1937953,Graduate,Self-Employed,392,13,SUV,1372020,8,41839,2,Medium,South,0,1,70783,0
35,Female,Single,364718,Graduate,Employed,380,9,SUV,817756,2,43563,2,Low,South,0,2,78510,0
60,Female,Married,1277498,High School,Self-Employed,377,6,SUV,697683,9,55560,3,Medium,West,0,3,71412,0
52,Female,Married,1915479,Postgraduate,Employed,797,6,Truck,761732,2,70741,5,Medium,South,0,3,100449,0
51,Male,Single,1234715,Graduate,Retired,794,10,Car,1108044,7,68731,2,High,West,0,4,118566,0
58,Male,Single,1953585,Graduate,Employed,325,14,Car,571165,3,47547,1,Low,North,0,2,104742,0
31,Male,Divorced,292099,Graduate,Employed,755,7,Bike,2012873,1,60329,3,High,South,0,5,73189,0
21,Male,Single,379932,Postgraduate,Self-Employed,376,3,Car,1727297,8,67038,0,Medium,West,0,1,108536,0
46,Male,Single,1223510,Graduate,Employed,613,13,SUV,380949,7,65499,0,Low,North,1,4,132143,0
58,Female,Single,653604,High School,Employed,651,6,Bike,1833874,3,26182,0,Low,South,0,4,63471,1
62,Male,Married,1570812,High School,Employed,500,5,Car,1195630,1,43405,5,Medium,South,1,2,32224,0
67,Female,Married,1059546,High School,Employed,602,14,SUV,1560890,4,54875,1,Low,North,1,5,36164,0
32,Female,Married,483407,High School,Employed,626,0,Bike,444857,5,8628,5,Low,East,0,5,4956,0
45,Female,Married,276204,Postgraduate,Employed,422,1,Car,1322963,3,71447,1,Medium,East,0,2,66105,0
59,Female,Married,605448,Graduate,Employed,477,7,Car,881978,5,72449,3,Low,South,0,2,112915,0
33,Female,Divorced,864452,Postgraduate,Employed,601,5,SUV,2137052,1,18082,0,Low,South,0,2,15136,0
29,Male,Married,1151738,High School,Employed,307,6,Car,1890369,7,35720,3,Low,West,0,3,35525,0
69,Male,Single,1751303,Graduate,Self-Employed,301,7,Truck,1572616,2,7842,0,Low,East,1,2,6491,0
22,Male,Single,1506833,Postgraduate,Employed,445,11,Bike,536226,5,22455,0,Low,West,0,1,50736,0
51,Female,Married,1551202,High School,Employed,847,14,Car,495928,2,14511,5,High,North,0,4,32575,0
59,Female,Married,364330,Graduate,Unemployed,899,4,Bike,1500472,8,79794,0,Low,East,1,3,113725,0
18,Female,Married,1214230,Postgraduate,Self-Employed,781,4,Car,247301,3,51242,5,Low,South,0,1,59269,0
56,Female,Single,1627117,Postgraduate,Employed,341,1,SUV,366944,1,15256,0,High,North,0,1,35774,0
49,Female,Divorced,1831961,Postgraduate,Retired,657,3,Bike,1802777,6,24715,3,Low,North,0,4,43504,0
43,Female,Married,1266878,Postgraduate,Self-Employed,870,10,Truck,202353,8,17093,5,Low,West,0,2,14111,0
34,Male,Single,1848626,Graduate,Employed,520,1,Bike,1043396,7,54099,1,Low,West,0,1,114711,0
65,Female,Married,1551654,High School,Retired,348,6,Car,2212142,6,17579,0,High,East,0,5,19711,0
44,Female,Single,800727,Graduate,Employed,659,13,Bike,1015589,5,27827,2,Low,South,0,1,61888,0
41,Male,Single,1991881,Postgraduate,Retired,753,13,Bike,371947,8,4255,4,Low,West,0,5,6685,0
52,Female,Married,242446,Graduate,Employed,327,14,Truck,1311257,4,42557,1,Medium,North,0,3,80255,0
63,Male,Married,533779,High School,Employed,392,10,Bike,572186,7,3244,1,Medium,North,1,1,6238,0
59,Male,Married,1536796,Graduate,Self-Employed,516,8,Bike,208138,2,15394,3,High,East,0,3,9160,0
56,Male,Married,642565,Graduate,Employed,783,10,Car,1584480,9,31676,4,Medium,South,1,2,62529,0
43,Female,Single,308463,High School,Employed,838,1,Car,2125704,8,29817,3,Low,North,0,2,28708,0
66,Male,Married,720712,Graduate,Unemployed,397,3,Bike,680221,4,4221,1,Low,East,1,2,8554,0
55,Male,Single,1295154,Graduate,Employed,607,10,Bike,2216437,7,41029,0,High,South,0,3,45812,0
40,Female,Married,1913662,Graduate,Retired,717,14,Bike,466814,1,40965,5,Medium,West,0,4,28146,0
39,Male,Single,1847940,High School,Employed,599,7,Bike,1116568,5,53525,5,Medium,West,0,3,91497,0
21,Female,Single,1892335,High School,Unemployed,859,8,Car,1036557,2,4191,5,Low,East,0,2,10386,0
66,Female,Single,1518822,Graduate,Employed,653,3,Bike,1155588,2,22530,0,Low,East,0,4,12380,1
26,Male,Married,212754,Graduate,Self-Employed,409,7,Car,391015,2,26117,3,Low,East,0,5,13934,0
21,Female,Married,1154116,High School,Employed,826,6,Bike,398853,2,12090,1,Low,South,0,4,10487,1
24,Female,Single,1413011,High School,Self-Employed,803,12,Car,1731694,5,5460,1,Low,South,0,4,4210,1
40,Male,Married,667082,High School,Employed,401,4,Bike,902239,4,35815,5,Low,South,0,4,70053,0
19,Male,Married,658993,Graduate,Employed,483,3,Car,1125013,1,43173,1,Low,South,0,4,73675,0
66,Male,Married,1922683,Postgraduate,Employed,518,5,Truck,1442627,6,15807,2,Medium,West,1,1,10508,0
41,Male,Single,1429532,Graduate,Employed,428,5,Bike,374359,3,20072,5,Low,West,0,3,14701,0
57,Female,Single,1604091,Postgraduate,Employed,619,1,Bike,1431196,8,23356,0,High,South,0,1,47241,0
48,Male,Single,1203185,Graduate,Self-Employed,854,2,SUV,202340,2,32267,3,Low,East,0,2,29855,0
64,Male,Married,1677186,Graduate,Employed,781,10,Car,706610,8,47720,5,Low,North,0,1,37811,0
48,Male,Married,1571204,High School,Employed,547,5,Bike,2156304,6,77949,3,High,North,0,4,47691,0
64,Female,Divorced,1505014,Graduate,Retired,367,3,SUV,546397,5,41414,0,Low,North,0,3,86364,0
57,Female,Married,1410741,Graduate,Self-Employed,569,2,Bike,1055836,6,3620,3,Low,West,0,1,8624,0
65,Female,Married,731467,Graduate,Retired,391,12,Car,1579117,6,53696,3,Low,East,0,4,117284,0
68,Female,Single,889638,Graduate,Retired,794,3,Car,610493,4,44390,3,Medium,South,0,1,23456,0
60,Female,Married,1242202,High School,Employed,828,5,Car,1726182,1,16675,3,Low,North,0,1,16631,0
51,Male,Married,1556533,High School,Retired,691,14,Bike,330593,2,61935,5,Medium,East,0,4,131069,0
41,Female,Married,1464364,Postgraduate,Employed,813,2,Car,1012298,8,66177,3,Low,West,0,3,135647,0
66,Female,Married,1452091,High School,Retired,739,0,Bike,1459328,9,57703,1,High,East,0,3,50130,0
43,Female,Married,302816,High School,Self-Employed,738,13,Bike,2452891,4,36085,2,Medium,South,0,1,73704,0
